2.021500000000000000e+04,1.988900000000000000e+04,2.184500000000000000e+04,2.086700000000000000e+04,2.119300000000000000e+04,2.184500000000000000e+04,2.217100000000000000e+04,2.054100000000000000e+04,2.771400000000000000e+04,3.521300000000000000e+04,3.879900000000000000e+04,4.075600000000000000e+04,4.173400000000000000e+04,4.206000000000000000e+04,4.401600000000000000e+04,4.369000000000000000e+04,4.466800000000000000e+04,4.401600000000000000e+04,4.434200000000000000e+04,4.434200000000000000e+04,4.466800000000000000e+04,4.564600000000000000e+04,4.532000000000000000e+04,4.499400000000000000e+04,4.629800000000000000e+04,4.792800000000000000e+04,4.792800000000000000e+04,4.662400000000000000e+04,4.532000000000000000e+04,4.434200000000000000e+04,4.564600000000000000e+04,4.532000000000000000e+04,4.532000000000000000e+04,4.564600000000000000e+04,4.629800000000000000e+04,4.760200000000000000e+04,4.532000000000000000e+04,4.662400000000000000e+04,4.760200000000000000e+04,4.629800000000000000e+04,4.760200000000000000e+04,4.923300000000000000e+04,5.053700000000000000e+04,5.151500000000000000e+04,5.216700000000000000e+04,5.640600000000000000e+04,5.868800000000000000e+04,5.966600000000000000e+04,6.064400000000000000e+04,5.966600000000000000e+04,5.999200000000000000e+04,5.966600000000000000e+04,5.803600000000000000e+04,5.542800000000000000e+04,5.575400000000000000e+04,5.542800000000000000e+04,5.542800000000000000e+04,5.347100000000000000e+04,5.412400000000000000e+04,5.314500000000000000e+04,5.281900000000000000e+04,5.379800000000000000e+04,5.249300000000000000e+04,4.988500000000000000e+04,4.662400000000000000e+04,4.075600000000000000e+04,3.619100000000000000e+04,3.456100000000000000e+04,2.999600000000000000e+04,2.706200000000000000e+04,1.956300000000000000e+04,1.467200000000000000e+04,1.467200000000000000e+04,1.532400000000000000e+04,1.467200000000000000e+04,1.467200000000000000e+04,1.467200000000000000e+04,1.239000000000000000e+04,9.455000000000000000e+03,7.499000000000000000e+03
1.891100000000000000e+04,1.988900000000000000e+04,2.021500000000000000e+04,2.249700000000000000e+04,2.249700000000000000e+04,2.282300000000000000e+04,2.282300000000000000e+04,2.184500000000000000e+04,3.325600000000000000e+04,3.684300000000000000e+04,3.847300000000000000e+04,4.173400000000000000e+04,4.238600000000000000e+04,4.238600000000000000e+04,4.271200000000000000e+04,4.206000000000000000e+04,4.271200000000000000e+04,4.303800000000000000e+04,4.532000000000000000e+04,4.499400000000000000e+04,4.466800000000000000e+04,4.564600000000000000e+04,4.532000000000000000e+04,4.629800000000000000e+04,4.629800000000000000e+04,4.727600000000000000e+04,4.792800000000000000e+04,4.792800000000000000e+04,4.825500000000000000e+04,4.597200000000000000e+04,4.760200000000000000e+04,4.695000000000000000e+04,4.597200000000000000e+04,4.792800000000000000e+04,4.727600000000000000e+04,4.825500000000000000e+04,4.629800000000000000e+04,4.792800000000000000e+04,4.760200000000000000e+04,4.825500000000000000e+04,4.792800000000000000e+04,5.184100000000000000e+04,5.086300000000000000e+04,5.379800000000000000e+04,5.542800000000000000e+04,5.836200000000000000e+04,6.097000000000000000e+04,6.194800000000000000e+04,6.260100000000000000e+04,6.097000000000000000e+04,6.097000000000000000e+04,5.999200000000000000e+04,5.771000000000000000e+04,5.510200000000000000e+04,5.510200000000000000e+04,5.379800000000000000e+04,5.542800000000000000e+04,5.445000000000000000e+04,5.477600000000000000e+04,5.379800000000000000e+04,5.347100000000000000e+04,5.379800000000000000e+04,5.249300000000000000e+04,4.923300000000000000e+04,4.564600000000000000e+04,4.206000000000000000e+04,3.684300000000000000e+04,3.260400000000000000e+04,2.836600000000000000e+04,2.771400000000000000e+04,1.988900000000000000e+04,1.434600000000000000e+04,1.434600000000000000e+04,1.336800000000000000e+04,1.336800000000000000e+04,1.369400000000000000e+04,1.141200000000000000e+04,1.206400000000000000e+04,1.043400000000000000e+04,8.477000000000000000e+03
1.858400000000000000e+04,1.825800000000000000e+04,2.119300000000000000e+04,2.217100000000000000e+04,2.314900000000000000e+04,2.249700000000000000e+04,2.412700000000000000e+04,2.510600000000000000e+04,3.619100000000000000e+04,3.782100000000000000e+04,4.010400000000000000e+04,4.238600000000000000e+04,4.206000000000000000e+04,4.238600000000000000e+04,4.206000000000000000e+04,4.140800000000000000e+04,4.206000000000000000e+04,4.303800000000000000e+04,4.532000000000000000e+04,4.466800000000000000e+04,4.597200000000000000e+04,4.564600000000000000e+04,4.727600000000000000e+04,4.597200000000000000e+04,4.727600000000000000e+04,4.760200000000000000e+04,4.890700000000000000e+04,4.792800000000000000e+04,4.858100000000000000e+04,4.727600000000000000e+04,4.695000000000000000e+04,4.695000000000000000e+04,4.792800000000000000e+04,4.727600000000000000e+04,4.760200000000000000e+04,4.890700000000000000e+04,4.760200000000000000e+04,4.923300000000000000e+04,4.890700000000000000e+04,4.890700000000000000e+04,4.955900000000000000e+04,5.151500000000000000e+04,5.640600000000000000e+04,5.640600000000000000e+04,5.934000000000000000e+04,5.901400000000000000e+04,6.162200000000000000e+04,6.325300000000000000e+04,6.260100000000000000e+04,6.162200000000000000e+04,6.129600000000000000e+04,5.836200000000000000e+04,5.575400000000000000e+04,5.477600000000000000e+04,5.445000000000000000e+04,5.445000000000000000e+04,5.542800000000000000e+04,5.542800000000000000e+04,5.608000000000000000e+04,5.445000000000000000e+04,5.445000000000000000e+04,5.445000000000000000e+04,5.086300000000000000e+04,4.695000000000000000e+04,4.336400000000000000e+04,3.977800000000000000e+04,3.521300000000000000e+04,3.227800000000000000e+04,2.869200000000000000e+04,2.706200000000000000e+04,1.956300000000000000e+04,1.467200000000000000e+04,1.336800000000000000e+04,1.369400000000000000e+04,1.304200000000000000e+04,1.239000000000000000e+04,8.803000000000000000e+03,9.129000000000000000e+03,1.010800000000000000e+04,9.782000000000000000e+03
1.891100000000000000e+04,1.760600000000000000e+04,2.119300000000000000e+04,2.249700000000000000e+04,2.282300000000000000e+04,2.412700000000000000e+04,2.314900000000000000e+04,2.510600000000000000e+04,3.619100000000000000e+04,3.814700000000000000e+04,3.879900000000000000e+04,4.303800000000000000e+04,4.271200000000000000e+04,4.206000000000000000e+04,4.206000000000000000e+04,4.173400000000000000e+04,4.238600000000000000e+04,4.238600000000000000e+04,4.532000000000000000e+04,4.499400000000000000e+04,4.629800000000000000e+04,4.662400000000000000e+04,4.792800000000000000e+04,4.695000000000000000e+04,4.760200000000000000e+04,4.695000000000000000e+04,4.890700000000000000e+04,4.858100000000000000e+04,4.955900000000000000e+04,4.792800000000000000e+04,4.760200000000000000e+04,4.792800000000000000e+04,4.955900000000000000e+04,5.053700000000000000e+04,4.825500000000000000e+04,5.053700000000000000e+04,4.890700000000000000e+04,4.923300000000000000e+04,4.890700000000000000e+04,4.955900000000000000e+04,5.021100000000000000e+04,5.151500000000000000e+04,5.510200000000000000e+04,5.901400000000000000e+04,5.999200000000000000e+04,6.227400000000000000e+04,6.227400000000000000e+04,6.390500000000000000e+04,6.390500000000000000e+04,6.064400000000000000e+04,6.064400000000000000e+04,5.771000000000000000e+04,5.771000000000000000e+04,5.575400000000000000e+04,5.510200000000000000e+04,5.379800000000000000e+04,5.445000000000000000e+04,5.477600000000000000e+04,5.510200000000000000e+04,5.412400000000000000e+04,5.314500000000000000e+04,5.281900000000000000e+04,4.890700000000000000e+04,4.792800000000000000e+04,4.271200000000000000e+04,3.782100000000000000e+04,3.423500000000000000e+04,3.097400000000000000e+04,2.836600000000000000e+04,2.673600000000000000e+04,2.184500000000000000e+04,1.532400000000000000e+04,1.271600000000000000e+04,1.304200000000000000e+04,1.271600000000000000e+04,1.173800000000000000e+04,9.782000000000000000e+03,7.173000000000000000e+03,8.803000000000000000e+03,7.825000000000000000e+03
1.923700000000000000e+04,1.988900000000000000e+04,2.282300000000000000e+04,2.380100000000000000e+04,2.478000000000000000e+04,2.412700000000000000e+04,2.543200000000000000e+04,2.706200000000000000e+04,3.782100000000000000e+04,3.814700000000000000e+04,4.010400000000000000e+04,4.206000000000000000e+04,4.206000000000000000e+04,4.108200000000000000e+04,4.173400000000000000e+04,4.271200000000000000e+04,4.238600000000000000e+04,4.271200000000000000e+04,4.597200000000000000e+04,4.695000000000000000e+04,4.662400000000000000e+04,4.792800000000000000e+04,4.727600000000000000e+04,4.727600000000000000e+04,4.825500000000000000e+04,4.923300000000000000e+04,4.825500000000000000e+04,4.923300000000000000e+04,4.988500000000000000e+04,4.890700000000000000e+04,4.792800000000000000e+04,4.727600000000000000e+04,4.923300000000000000e+04,4.890700000000000000e+04,4.988500000000000000e+04,4.955900000000000000e+04,4.890700000000000000e+04,4.955900000000000000e+04,4.923300000000000000e+04,5.053700000000000000e+04,5.314500000000000000e+04,5.510200000000000000e+04,5.771000000000000000e+04,5.966600000000000000e+04,6.097000000000000000e+04,6.292700000000000000e+04,6.423100000000000000e+04,6.423100000000000000e+04,6.325300000000000000e+04,5.999200000000000000e+04,5.966600000000000000e+04,5.673200000000000000e+04,5.510200000000000000e+04,5.314500000000000000e+04,5.314500000000000000e+04,5.281900000000000000e+04,5.412400000000000000e+04,5.445000000000000000e+04,5.477600000000000000e+04,5.347100000000000000e+04,5.347100000000000000e+04,5.281900000000000000e+04,4.760200000000000000e+04,4.401600000000000000e+04,4.108200000000000000e+04,3.619100000000000000e+04,3.358300000000000000e+04,3.097400000000000000e+04,2.901800000000000000e+04,2.771400000000000000e+04,2.510600000000000000e+04,1.695400000000000000e+04,1.304200000000000000e+04,1.173800000000000000e+04,1.239000000000000000e+04,1.010800000000000000e+04,6.847000000000000000e+03,4.891000000000000000e+03,6.521000000000000000e+03,7.173000000000000000e+03
1.956300000000000000e+04,2.021500000000000000e+04,2.249700000000000000e+04,2.314900000000000000e+04,2.510600000000000000e+04,2.412700000000000000e+04,2.510600000000000000e+04,3.032200000000000000e+04,3.847300000000000000e+04,3.749500000000000000e+04,3.945200000000000000e+04,4.108200000000000000e+04,4.303800000000000000e+04,4.206000000000000000e+04,4.173400000000000000e+04,4.238600000000000000e+04,4.434200000000000000e+04,4.434200000000000000e+04,4.564600000000000000e+04,4.662400000000000000e+04,4.792800000000000000e+04,4.792800000000000000e+04,4.955900000000000000e+04,4.988500000000000000e+04,4.923300000000000000e+04,4.988500000000000000e+04,5.021100000000000000e+04,4.923300000000000000e+04,4.858100000000000000e+04,4.890700000000000000e+04,4.858100000000000000e+04,4.792800000000000000e+04,4.955900000000000000e+04,5.021100000000000000e+04,5.053700000000000000e+04,5.184100000000000000e+04,5.151500000000000000e+04,5.118900000000000000e+04,5.314500000000000000e+04,5.216700000000000000e+04,5.510200000000000000e+04,5.738400000000000000e+04,6.031800000000000000e+04,6.194800000000000000e+04,6.325300000000000000e+04,6.325300000000000000e+04,6.423100000000000000e+04,6.423100000000000000e+04,6.292700000000000000e+04,6.097000000000000000e+04,5.868800000000000000e+04,5.542800000000000000e+04,5.379800000000000000e+04,5.281900000000000000e+04,5.249300000000000000e+04,5.249300000000000000e+04,5.347100000000000000e+04,5.379800000000000000e+04,5.347100000000000000e+04,5.347100000000000000e+04,5.021100000000000000e+04,4.955900000000000000e+04,4.760200000000000000e+04,4.336400000000000000e+04,3.977800000000000000e+04,3.651700000000000000e+04,3.260400000000000000e+04,3.097400000000000000e+04,2.869200000000000000e+04,2.869200000000000000e+04,2.575800000000000000e+04,1.858400000000000000e+04,1.369400000000000000e+04,1.076000000000000000e+04,1.076000000000000000e+04,8.151000000000000000e+03,6.521000000000000000e+03,3.586000000000000000e+03,5.217000000000000000e+03,5.543000000000000000e+03
1.891100000000000000e+04,1.988900000000000000e+04,2.249700000000000000e+04,2.445400000000000000e+04,2.478000000000000000e+04,2.445400000000000000e+04,2.543200000000000000e+04,2.999600000000000000e+04,3.847300000000000000e+04,3.782100000000000000e+04,3.814700000000000000e+04,4.173400000000000000e+04,4.238600000000000000e+04,4.206000000000000000e+04,4.238600000000000000e+04,4.466800000000000000e+04,4.401600000000000000e+04,4.564600000000000000e+04,4.760200000000000000e+04,4.792800000000000000e+04,4.988500000000000000e+04,4.923300000000000000e+04,4.858100000000000000e+04,4.955900000000000000e+04,4.988500000000000000e+04,5.021100000000000000e+04,4.988500000000000000e+04,5.086300000000000000e+04,5.021100000000000000e+04,4.858100000000000000e+04,4.923300000000000000e+04,4.988500000000000000e+04,5.021100000000000000e+04,5.086300000000000000e+04,5.118900000000000000e+04,5.249300000000000000e+04,5.281900000000000000e+04,5.379800000000000000e+04,5.445000000000000000e+04,5.575400000000000000e+04,5.771000000000000000e+04,5.803600000000000000e+04,6.194800000000000000e+04,6.260100000000000000e+04,6.325300000000000000e+04,6.488300000000000000e+04,6.520900000000000000e+04,6.390500000000000000e+04,6.162200000000000000e+04,6.031800000000000000e+04,5.803600000000000000e+04,5.575400000000000000e+04,5.249300000000000000e+04,5.184100000000000000e+04,5.249300000000000000e+04,5.249300000000000000e+04,5.216700000000000000e+04,5.281900000000000000e+04,5.184100000000000000e+04,5.086300000000000000e+04,4.955900000000000000e+04,4.662400000000000000e+04,4.434200000000000000e+04,3.879900000000000000e+04,3.749500000000000000e+04,3.488700000000000000e+04,3.260400000000000000e+04,3.097400000000000000e+04,2.967000000000000000e+04,2.836600000000000000e+04,2.478000000000000000e+04,1.858400000000000000e+04,1.239000000000000000e+04,1.076000000000000000e+04,9.455000000000000000e+03,8.477000000000000000e+03,5.869000000000000000e+03,3.912000000000000000e+03,4.565000000000000000e+03,5.543000000000000000e+03
2.021500000000000000e+04,2.086700000000000000e+04,2.314900000000000000e+04,2.347500000000000000e+04,2.347500000000000000e+04,2.380100000000000000e+04,2.380100000000000000e+04,2.999600000000000000e+04,3.782100000000000000e+04,3.716900000000000000e+04,3.847300000000000000e+04,4.173400000000000000e+04,4.238600000000000000e+04,4.108200000000000000e+04,4.238600000000000000e+04,4.434200000000000000e+04,4.466800000000000000e+04,4.532000000000000000e+04,4.792800000000000000e+04,4.727600000000000000e+04,4.923300000000000000e+04,5.021100000000000000e+04,5.118900000000000000e+04,5.151500000000000000e+04,5.086300000000000000e+04,5.053700000000000000e+04,5.118900000000000000e+04,4.988500000000000000e+04,5.021100000000000000e+04,4.955900000000000000e+04,4.890700000000000000e+04,5.021100000000000000e+04,5.021100000000000000e+04,5.249300000000000000e+04,5.086300000000000000e+04,5.184100000000000000e+04,5.249300000000000000e+04,5.249300000000000000e+04,5.379800000000000000e+04,5.901400000000000000e+04,5.901400000000000000e+04,6.031800000000000000e+04,6.390500000000000000e+04,6.455700000000000000e+04,6.553500000000000000e+04,6.553500000000000000e+04,6.520900000000000000e+04,6.325300000000000000e+04,6.162200000000000000e+04,5.803600000000000000e+04,5.575400000000000000e+04,5.281900000000000000e+04,5.151500000000000000e+04,5.118900000000000000e+04,5.151500000000000000e+04,5.086300000000000000e+04,5.151500000000000000e+04,5.118900000000000000e+04,5.021100000000000000e+04,4.760200000000000000e+04,4.499400000000000000e+04,4.401600000000000000e+04,4.238600000000000000e+04,3.912600000000000000e+04,3.749500000000000000e+04,3.423500000000000000e+04,3.227800000000000000e+04,3.195200000000000000e+04,2.901800000000000000e+04,2.836600000000000000e+04,2.445400000000000000e+04,1.695400000000000000e+04,1.239000000000000000e+04,1.076000000000000000e+04,8.803000000000000000e+03,7.499000000000000000e+03,5.543000000000000000e+03,3.260000000000000000e+03,4.565000000000000000e+03,3.260000000000000000e+03
1.988900000000000000e+04,2.151900000000000000e+04,2.151900000000000000e+04,2.151900000000000000e+04,2.412700000000000000e+04,2.314900000000000000e+04,2.510600000000000000e+04,3.227800000000000000e+04,3.782100000000000000e+04,3.619100000000000000e+04,3.782100000000000000e+04,3.977800000000000000e+04,4.271200000000000000e+04,4.075600000000000000e+04,4.108200000000000000e+04,4.336400000000000000e+04,4.466800000000000000e+04,4.629800000000000000e+04,4.825500000000000000e+04,4.825500000000000000e+04,5.053700000000000000e+04,5.053700000000000000e+04,5.151500000000000000e+04,5.281900000000000000e+04,5.151500000000000000e+04,5.021100000000000000e+04,5.151500000000000000e+04,5.021100000000000000e+04,5.021100000000000000e+04,4.825500000000000000e+04,4.858100000000000000e+04,4.955900000000000000e+04,5.184100000000000000e+04,5.216700000000000000e+04,5.118900000000000000e+04,5.086300000000000000e+04,5.249300000000000000e+04,5.314500000000000000e+04,5.477600000000000000e+04,5.705800000000000000e+04,5.966600000000000000e+04,6.162200000000000000e+04,6.423100000000000000e+04,6.455700000000000000e+04,6.520900000000000000e+04,6.520900000000000000e+04,6.455700000000000000e+04,6.357900000000000000e+04,6.162200000000000000e+04,5.738400000000000000e+04,5.640600000000000000e+04,5.445000000000000000e+04,5.184100000000000000e+04,5.086300000000000000e+04,5.184100000000000000e+04,5.118900000000000000e+04,5.184100000000000000e+04,4.988500000000000000e+04,4.792800000000000000e+04,4.695000000000000000e+04,4.434200000000000000e+04,4.140800000000000000e+04,3.847300000000000000e+04,3.619100000000000000e+04,3.586500000000000000e+04,3.260400000000000000e+04,3.195200000000000000e+04,3.195200000000000000e+04,2.901800000000000000e+04,2.967000000000000000e+04,2.706200000000000000e+04,1.760600000000000000e+04,1.271600000000000000e+04,1.141200000000000000e+04,8.151000000000000000e+03,7.499000000000000000e+03,4.891000000000000000e+03,1.956000000000000000e+03,2.282000000000000000e+03,6.520000000000000000e+02
1.988900000000000000e+04,2.086700000000000000e+04,2.249700000000000000e+04,2.478000000000000000e+04,2.347500000000000000e+04,2.249700000000000000e+04,2.510600000000000000e+04,3.358300000000000000e+04,3.488700000000000000e+04,3.651700000000000000e+04,3.749500000000000000e+04,3.977800000000000000e+04,4.140800000000000000e+04,4.140800000000000000e+04,4.238600000000000000e+04,4.401600000000000000e+04,4.466800000000000000e+04,4.662400000000000000e+04,4.695000000000000000e+04,4.890700000000000000e+04,5.021100000000000000e+04,5.151500000000000000e+04,5.314500000000000000e+04,5.151500000000000000e+04,5.118900000000000000e+04,5.184100000000000000e+04,4.988500000000000000e+04,4.988500000000000000e+04,4.858100000000000000e+04,4.890700000000000000e+04,4.825500000000000000e+04,4.825500000000000000e+04,4.988500000000000000e+04,5.151500000000000000e+04,5.021100000000000000e+04,5.021100000000000000e+04,5.118900000000000000e+04,5.151500000000000000e+04,5.412400000000000000e+04,5.640600000000000000e+04,5.868800000000000000e+04,6.227400000000000000e+04,6.325300000000000000e+04,6.423100000000000000e+04,6.423100000000000000e+04,6.520900000000000000e+04,6.292700000000000000e+04,6.227400000000000000e+04,6.129600000000000000e+04,5.803600000000000000e+04,5.575400000000000000e+04,5.445000000000000000e+04,5.347100000000000000e+04,5.151500000000000000e+04,5.118900000000000000e+04,4.923300000000000000e+04,5.053700000000000000e+04,4.890700000000000000e+04,4.695000000000000000e+04,4.499400000000000000e+04,4.206000000000000000e+04,4.010400000000000000e+04,3.912600000000000000e+04,3.651700000000000000e+04,3.553900000000000000e+04,3.325600000000000000e+04,3.195200000000000000e+04,3.130000000000000000e+04,3.097400000000000000e+04,2.999600000000000000e+04,2.804000000000000000e+04,1.793200000000000000e+04,1.239000000000000000e+04,9.455000000000000000e+03,7.499000000000000000e+03,7.499000000000000000e+03,5.543000000000000000e+03,4.891000000000000000e+03,6.520000000000000000e+02,1.304000000000000000e+03
1.956300000000000000e+04,2.086700000000000000e+04,2.184500000000000000e+04,2.314900000000000000e+04,2.347500000000000000e+04,2.249700000000000000e+04,2.380100000000000000e+04,3.456100000000000000e+04,3.651700000000000000e+04,3.456100000000000000e+04,3.586500000000000000e+04,4.043000000000000000e+04,4.010400000000000000e+04,4.075600000000000000e+04,4.140800000000000000e+04,4.466800000000000000e+04,4.564600000000000000e+04,4.695000000000000000e+04,4.890700000000000000e+04,4.955900000000000000e+04,5.118900000000000000e+04,5.151500000000000000e+04,5.216700000000000000e+04,5.249300000000000000e+04,5.151500000000000000e+04,5.053700000000000000e+04,5.086300000000000000e+04,4.923300000000000000e+04,4.923300000000000000e+04,4.858100000000000000e+04,4.923300000000000000e+04,4.923300000000000000e+04,4.890700000000000000e+04,5.021100000000000000e+04,5.053700000000000000e+04,5.086300000000000000e+04,5.086300000000000000e+04,5.216700000000000000e+04,5.412400000000000000e+04,5.640600000000000000e+04,5.836200000000000000e+04,6.097000000000000000e+04,6.194800000000000000e+04,6.325300000000000000e+04,6.260100000000000000e+04,6.260100000000000000e+04,6.129600000000000000e+04,6.031800000000000000e+04,5.868800000000000000e+04,5.640600000000000000e+04,5.510200000000000000e+04,5.347100000000000000e+04,5.216700000000000000e+04,5.053700000000000000e+04,5.053700000000000000e+04,4.858100000000000000e+04,4.858100000000000000e+04,4.858100000000000000e+04,4.499400000000000000e+04,4.206000000000000000e+04,3.945200000000000000e+04,3.879900000000000000e+04,3.716900000000000000e+04,3.553900000000000000e+04,3.553900000000000000e+04,3.423500000000000000e+04,3.227800000000000000e+04,3.162600000000000000e+04,3.032200000000000000e+04,2.999600000000000000e+04,2.934400000000000000e+04,1.956300000000000000e+04,1.239000000000000000e+04,9.782000000000000000e+03,8.803000000000000000e+03,8.151000000000000000e+03,5.217000000000000000e+03,5.543000000000000000e+03,5.217000000000000000e+03,1.304000000000000000e+03
2.021500000000000000e+04,2.119300000000000000e+04,2.119300000000000000e+04,2.412700000000000000e+04,2.282300000000000000e+04,2.184500000000000000e+04,2.543200000000000000e+04,3.390900000000000000e+04,3.358300000000000000e+04,3.358300000000000000e+04,3.619100000000000000e+04,3.879900000000000000e+04,4.010400000000000000e+04,4.075600000000000000e+04,4.173400000000000000e+04,4.336400000000000000e+04,4.466800000000000000e+04,4.662400000000000000e+04,4.890700000000000000e+04,4.923300000000000000e+04,5.118900000000000000e+04,5.216700000000000000e+04,5.281900000000000000e+04,5.249300000000000000e+04,5.118900000000000000e+04,5.118900000000000000e+04,5.053700000000000000e+04,4.923300000000000000e+04,4.955900000000000000e+04,4.792800000000000000e+04,4.792800000000000000e+04,4.727600000000000000e+04,4.923300000000000000e+04,4.890700000000000000e+04,4.923300000000000000e+04,4.988500000000000000e+04,5.053700000000000000e+04,5.249300000000000000e+04,5.412400000000000000e+04,5.510200000000000000e+04,5.738400000000000000e+04,5.999200000000000000e+04,6.129600000000000000e+04,6.064400000000000000e+04,6.260100000000000000e+04,6.162200000000000000e+04,6.097000000000000000e+04,5.868800000000000000e+04,5.771000000000000000e+04,5.445000000000000000e+04,5.412400000000000000e+04,5.314500000000000000e+04,5.184100000000000000e+04,5.021100000000000000e+04,5.053700000000000000e+04,4.923300000000000000e+04,4.792800000000000000e+04,4.695000000000000000e+04,4.336400000000000000e+04,4.075600000000000000e+04,3.945200000000000000e+04,3.814700000000000000e+04,3.782100000000000000e+04,3.684300000000000000e+04,3.586500000000000000e+04,3.619100000000000000e+04,3.390900000000000000e+04,3.260400000000000000e+04,3.064800000000000000e+04,2.967000000000000000e+04,2.804000000000000000e+04,2.054100000000000000e+04,1.239000000000000000e+04,1.043400000000000000e+04,8.477000000000000000e+03,8.803000000000000000e+03,7.173000000000000000e+03,7.825000000000000000e+03,8.477000000000000000e+03,0.000000000000000000e+00
2.151900000000000000e+04,2.086700000000000000e+04,2.184500000000000000e+04,2.282300000000000000e+04,2.151900000000000000e+04,2.249700000000000000e+04,2.575800000000000000e+04,3.390900000000000000e+04,3.325600000000000000e+04,3.423500000000000000e+04,3.553900000000000000e+04,3.782100000000000000e+04,3.945200000000000000e+04,4.010400000000000000e+04,4.173400000000000000e+04,4.336400000000000000e+04,4.532000000000000000e+04,4.695000000000000000e+04,4.923300000000000000e+04,5.053700000000000000e+04,5.118900000000000000e+04,5.151500000000000000e+04,5.151500000000000000e+04,5.281900000000000000e+04,5.053700000000000000e+04,5.184100000000000000e+04,4.988500000000000000e+04,5.086300000000000000e+04,4.890700000000000000e+04,4.629800000000000000e+04,4.792800000000000000e+04,4.825500000000000000e+04,4.890700000000000000e+04,5.021100000000000000e+04,4.923300000000000000e+04,4.955900000000000000e+04,5.053700000000000000e+04,5.249300000000000000e+04,5.477600000000000000e+04,5.510200000000000000e+04,5.640600000000000000e+04,5.803600000000000000e+04,5.901400000000000000e+04,5.934000000000000000e+04,6.031800000000000000e+04,5.966600000000000000e+04,5.901400000000000000e+04,5.738400000000000000e+04,5.542800000000000000e+04,5.347100000000000000e+04,5.249300000000000000e+04,5.281900000000000000e+04,5.151500000000000000e+04,5.021100000000000000e+04,5.021100000000000000e+04,4.890700000000000000e+04,4.564600000000000000e+04,4.466800000000000000e+04,4.173400000000000000e+04,4.043000000000000000e+04,3.814700000000000000e+04,3.684300000000000000e+04,3.651700000000000000e+04,3.651700000000000000e+04,3.553900000000000000e+04,3.716900000000000000e+04,3.521300000000000000e+04,3.227800000000000000e+04,3.130000000000000000e+04,2.934400000000000000e+04,2.999600000000000000e+04,2.021500000000000000e+04,1.239000000000000000e+04,9.129000000000000000e+03,9.129000000000000000e+03,9.455000000000000000e+03,7.499000000000000000e+03,7.825000000000000000e+03,8.151000000000000000e+03,1.304000000000000000e+03
2.184500000000000000e+04,2.119300000000000000e+04,2.184500000000000000e+04,2.119300000000000000e+04,2.184500000000000000e+04,2.217100000000000000e+04,2.771400000000000000e+04,3.488700000000000000e+04,3.390900000000000000e+04,3.293000000000000000e+04,3.553900000000000000e+04,3.847300000000000000e+04,3.977800000000000000e+04,3.977800000000000000e+04,4.075600000000000000e+04,4.303800000000000000e+04,4.401600000000000000e+04,4.532000000000000000e+04,4.760200000000000000e+04,4.890700000000000000e+04,5.118900000000000000e+04,5.021100000000000000e+04,5.086300000000000000e+04,5.053700000000000000e+04,4.890700000000000000e+04,4.988500000000000000e+04,4.988500000000000000e+04,4.955900000000000000e+04,4.988500000000000000e+04,4.629800000000000000e+04,4.662400000000000000e+04,4.760200000000000000e+04,4.825500000000000000e+04,4.923300000000000000e+04,4.890700000000000000e+04,5.053700000000000000e+04,5.216700000000000000e+04,5.314500000000000000e+04,5.412400000000000000e+04,5.445000000000000000e+04,5.575400000000000000e+04,5.705800000000000000e+04,5.836200000000000000e+04,5.836200000000000000e+04,5.803600000000000000e+04,5.803600000000000000e+04,5.608000000000000000e+04,5.575400000000000000e+04,5.379800000000000000e+04,5.281900000000000000e+04,5.118900000000000000e+04,5.086300000000000000e+04,5.118900000000000000e+04,4.988500000000000000e+04,4.890700000000000000e+04,4.760200000000000000e+04,4.434200000000000000e+04,4.401600000000000000e+04,4.238600000000000000e+04,4.043000000000000000e+04,3.619100000000000000e+04,3.814700000000000000e+04,3.521300000000000000e+04,3.521300000000000000e+04,3.651700000000000000e+04,3.716900000000000000e+04,3.553900000000000000e+04,3.423500000000000000e+04,3.097400000000000000e+04,2.967000000000000000e+04,2.869200000000000000e+04,2.151900000000000000e+04,1.369400000000000000e+04,9.455000000000000000e+03,9.782000000000000000e+03,9.129000000000000000e+03,8.151000000000000000e+03,8.803000000000000000e+03,8.803000000000000000e+03,2.934000000000000000e+03
